product_id,product_name,category,subcategory,brand,base_price_2015,weight_kg,rating,is_prime_eligible,launch_year,model
PROD_000039,Samsung Galaxy Note 5 64GB Black,Electronics,Smartphones,Samsung,97644.25,0.17,3.3,True,2015,Galaxy Note 5
PROD_000040,Samsung Galaxy Note 5 16GB White,Electronics,Smartphones,Samsung,136176.95,0.15,4.0,True,2015,Galaxy Note 5
PROD_000041,Samsung Galaxy Note 5 32GB White,Electronics,Smartphones,Samsung,132678.66,0.17,4.2,True,2015,Galaxy Note 5
PROD_000042,Samsung Galaxy Note 5 16GB Blue,Electronics,Smartphones,Samsung,164166.84,0.16,3.7,True,2015,Galaxy Note 5
PROD_000043,Samsung Galaxy Note 5 32GB Blue,Electronics,Smartphones,Samsung,162866.91,0.24,3.6,True,2015,Galaxy Note 5
PROD_000044,Samsung Galaxy Note 5 16GB Gold,Electronics,Smartphones,Samsung,151260.0,0.21,4.0,True,2015,Galaxy Note 5
PROD_000045,Samsung Galaxy J7 16GB Black,Electronics,Smartphones,Samsung,41408.67,0.17,3.6,True,2015,Galaxy J7
PROD_000046,Samsung Galaxy J7 32GB Black,Electronics,Smartphones,Samsung,40307.83,0.24,3.8,False,2015,Galaxy J7
PROD_000047,Samsung Galaxy J7 64GB Black,Electronics,Smartphones,Samsung,40438.41,0.24,4.4,True,2015,Galaxy J7
PROD_000048,Samsung Galaxy J7 16GB White,Electronics,Smartphones,Samsung,32169.01,0.19,4.6,False,2015,Galaxy J7
PROD_000049,Samsung Galaxy J7 32GB White,Electronics,Smartphones,Samsung,23087.98,0.18,3.9,True,2015,Galaxy J7
PROD_000050,Samsung Galaxy J7 16GB Blue,Electronics,Smartphones,Samsung,44830.4,0.17,3.2,True,2015,Galaxy J7
PROD_000051,Samsung Galaxy J7 32GB Blue,Electronics,Smartphones,Samsung,19871.97,0.19,4.3,True,2015,Galaxy J7
PROD_000052,OnePlus OnePlus 2 16GB Black,Electronics,Smartphones,OnePlus,72564.1,0.21,3.6,True,2015,OnePlus 2
PROD_000053,OnePlus OnePlus 2 32GB Black,Electronics,Smartphones,OnePlus,102649.14,0.2,4.6,True,2015,OnePlus 2
PROD_000054,OnePlus OnePlus 2 64GB Black,Electronics,Smartphones,OnePlus,62405.02,0.21,4.2,False,2015,OnePlus 2
PROD_000055,OnePlus OnePlus 2 16GB White,Electronics,Smartphones,OnePlus,54731.86,0.2,4.1,True,2015,OnePlus 2
PROD_000056,OnePlus OnePlus 2 32GB White,Electronics,Smartphones,OnePlus,42790.64,0.25,3.9,True,2015,OnePlus 2
PROD_000057,OnePlus OnePlus 2 64GB White,Electronics,Smartphones,OnePlus,96543.62,0.22,4.6,True,2015,OnePlus 2
PROD_000058,OnePlus OnePlus X 16GB Black,Electronics,Smartphones,OnePlus,102741.22,0.16,3.7,True,2015,OnePlus X
PROD_000059,OnePlus OnePlus X 32GB Black,Electronics,Smartphones,OnePlus,57182.39,0.2,3.8,True,2015,OnePlus X
PROD_000060,OnePlus OnePlus X 16GB White,Electronics,Smartphones,OnePlus,94029.64,0.24,3.3,True,2015,OnePlus X
PROD_000061,OnePlus OnePlus X 32GB White,Electronics,Smartphones,OnePlus,82953.19,0.19,3.6,True,2015,OnePlus X
PROD_000062,OnePlus OnePlus X 16GB Blue,Electronics,Smartphones,OnePlus,60643.25,0.23,3.4,True,2015,OnePlus X
PROD_000063,OnePlus OnePlus X 32GB Blue,Electronics,Smartphones,OnePlus,75380.48,0.18,3.8,True,2015,OnePlus X
PROD_000064,Xiaomi Mi 4i 16GB Black,Electronics,Smartphones,Xiaomi,12171.1,0.21,3.5,True,2015,Mi 4i
PROD_000065,Xiaomi Mi 4i 32GB Black,Electronics,Smartphones,Xiaomi,25093.87,0.16,4.5,True,2015,Mi 4i
PROD_000066,Xiaomi Mi 4i 64GB Black,Electronics,Smartphones,Xiaomi,31102.54,0.19,4.2,True,2015,Mi 4i
PROD_000067,Xiaomi Mi 4i 16GB White,Electronics,Smartphones,Xiaomi,17116.37,0.25,4.5,False,2015,Mi 4i
PROD_000068,Xiaomi Mi 4i 32GB White,Electronics,Smartphones,Xiaomi,20258.29,0.15,3.7,True,2015,Mi 4i
PROD_000069,Xiaomi Mi 4i 64GB White,Electronics,Smartphones,Xiaomi,22779.49,0.23,3.6,False,2015,Mi 4i
PROD_000070,Xiaomi Redmi 2 16GB Black,Electronics,Smartphones,Xiaomi,29534.7,0.2,4.2,True,2015,Redmi 2
PROD_000071,Xiaomi Redmi 2 32GB Black,Electronics,Smartphones,Xiaomi,44203.12,0.2,3.7,True,2015,Redmi 2
PROD_000072,Xiaomi Redmi 2 64GB Black,Electronics,Smartphones,Xiaomi,20937.46,0.19,3.3,True,2015,Redmi 2
PROD_000073,Xiaomi Redmi 2 16GB White,Electronics,Smartphones,Xiaomi,43767.4,0.23,4.2,True,2015,Redmi 2
PROD_000074,Xiaomi Redmi 2 32GB White,Electronics,Smartphones,Xiaomi,17718.71,0.17,3.6,True,2015,Redmi 2
PROD_000075,Xiaomi Redmi 2 64GB White,Electronics,Smartphones,Xiaomi,35581.67,0.22,3.6,False,2015,Redmi 2
PROD_000076,Xiaomi Redmi 2 16GB Blue,Electronics,Smartphones,Xiaomi,36350.6,0.21,4.1,True,2015,Redmi 2
PROD_000077,Xiaomi Redmi 2 32GB Blue,Electronics,Smartphones,Xiaomi,20175.12,0.19,4.3,True,2015,Redmi 2
PROD_000078,Xiaomi Redmi Note 4G 16GB Black,Electronics,Smartphones,Xiaomi,13344.05,0.24,4.3,True,2015,Redmi Note 4G
PROD_000079,Xiaomi Redmi Note 4G 32GB Black,Electronics,Smartphones,Xiaomi,15228.53,0.2,3.9,True,2015,Redmi Note 4G
PROD_000080,Xiaomi Redmi Note 4G 64GB Black,Electronics,Smartphones,Xiaomi,26317.1,0.19,4.1,True,2015,Redmi Note 4G
PROD_000081,Xiaomi Redmi Note 4G 16GB White,Electronics,Smartphones,Xiaomi,13495.03,0.19,4.1,True,2015,Redmi Note 4G
PROD_000082,Xiaomi Redmi Note 4G 32GB White,Electronics,Smartphones,Xiaomi,40264.16,0.22,3.4,True,2015,Redmi Note 4G
PROD_000083,Xiaomi Redmi Note 4G 16GB Blue,Electronics,Smartphones,Xiaomi,33199.84,0.15,4.1,False,2015,Redmi Note 4G
PROD_000084,Xiaomi Redmi Note 4G 32GB Blue,Electronics,Smartphones,Xiaomi,30990.65,0.19,4.2,True,2015,Redmi Note 4G
PROD_000085,Motorola Moto G (3rd Gen) 16GB Black,Electronics,Smartphones,Motorola,21947.26,0.22,3.5,True,2015,Moto G (3rd Gen)
PROD_000086,Motorola Moto G (3rd Gen) 32GB Black,Electronics,Smartphones,Motorola,11648.02,0.19,3.3,True,2015,Moto G (3rd Gen)
PROD_000087,Motorola Moto G (3rd Gen) 16GB White,Electronics,Smartphones,Motorola,13721.42,0.22,3.8,True,2015,Moto G (3rd Gen)
PROD_000088,Motorola Moto G (3rd Gen) 32GB White,Electronics,Smartphones,Motorola,13790.62,0.18,3.9,True,2015,Moto G (3rd Gen)
PROD_000089,Motorola Moto G (3rd Gen) 16GB Blue,Electronics,Smartphones,Motorola,13921.72,0.24,3.3,True,2015,Moto G (3rd Gen)
PROD_000090,Motorola Moto G (3rd Gen) 32GB Blue,Electronics,Smartphones,Motorola,24448.87,0.2,3.8,True,2015,Moto G (3rd Gen)
PROD_000091,Motorola Moto G (3rd Gen) 64GB Blue,Electronics,Smartphones,Motorola,17790.72,0.22,3.4,True,2015,Moto G (3rd Gen)
PROD_000092,Motorola Moto G (3rd Gen) 16GB Gold,Electronics,Smartphones,Motorola,17869.25,0.24,4.0,True,2015,Moto G (3rd Gen)
PROD_000093,Motorola Moto X Play 16GB Black,Electronics,Smartphones,Motorola,9753.11,0.24,4.0,True,2015,Moto X Play
PROD_000094,Motorola Moto X Play 32GB Black,Electronics,Smartphones,Motorola,13440.84,0.24,3.8,True,2015,Moto X Play
PROD_000095,Motorola Moto X Play 16GB White,Electronics,Smartphones,Motorola,23391.49,0.16,3.7,False,2015,Moto X Play
PROD_000096,Motorola Moto X Play 32GB White,Electronics,Smartphones,Motorola,24160.32,0.21,4.1,True,2015,Moto X Play
PROD_000097,Motorola Moto X Play 16GB Blue,Electronics,Smartphones,Motorola,12984.58,0.18,4.2,True,2015,Moto X Play
PROD_000098,Motorola Moto X Play 32GB Blue,Electronics,Smartphones,Motorola,21456.84,0.23,3.3,True,2015,Moto X Play
PROD_000099,Motorola Moto X Play 16GB Gold,Electronics,Smartphones,Motorola,8978.5,0.2,3.9,False,2015,Moto X Play
PROD_000100,Motorola Moto X Play 32GB Gold,Electronics,Smartphones,Motorola,13965.56,0.16,3.4,True,2015,Moto X Play
PROD_000101,Motorola Moto E (2nd Gen) 16GB Black,Electronics,Smartphones,Motorola,9429.82,0.22,3.3,True,2015,Moto E (2nd Gen)
PROD_000102,Motorola Moto E (2nd Gen) 32GB Black,Electronics,Smartphones,Motorola,20006.12,0.16,3.3,False,2015,Moto E (2nd Gen)
PROD_000103,Motorola Moto E (2nd Gen) 16GB White,Electronics,Smartphones,Motorola,14362.6,0.19,4.4,False,2015,Moto E (2nd Gen)
PROD_000104,Motorola Moto E (2nd Gen) 32GB White,Electronics,Smartphones,Motorola,24762.02,0.23,3.8,True,2015,Moto E (2nd Gen)
PROD_000105,Motorola Moto E (2nd Gen) 64GB White,Electronics,Smartphones,Motorola,21211.5,0.21,3.8,False,2015,Moto E (2nd Gen)
PROD_000106,Apple iPhone 7 16GB Black,Electronics,Smartphones,Apple,153020.21,0.21,4.3,True,2016,iPhone 7
PROD_000107,Apple iPhone 7 32GB Black,Electronics,Smartphones,Apple,194779.04,0.22,4.2,True,2016,iPhone 7
PROD_000108,Apple iPhone 7 64GB Black,Electronics,Smartphones,Apple,152522.29,0.2,3.3,True,2016,iPhone 7
PROD_000109,Apple iPhone 7 16GB White,Electronics,Smartphones,Apple,156133.58,0.23,4.7,True,2016,iPhone 7
PROD_000110,Apple iPhone 7 32GB White,Electronics,Smartphones,Apple,144768.64,0.15,4.6,False,2016,iPhone 7
PROD_000111,Apple iPhone 7 16GB Blue,Electronics,Smartphones,Apple,137799.02,0.22,3.3,True,2016,iPhone 7
PROD_000112,Apple iPhone 7 32GB Blue,Electronics,Smartphones,Apple,134180.91,0.18,4.7,True,2016,iPhone 7
PROD_000113,Apple iPhone 7 16GB Gold,Electronics,Smartphones,Apple,150920.18,0.22,4.6,False,2016,iPhone 7
PROD_000114,Apple iPhone 7 Plus 16GB Black,Electronics,Smartphones,Apple,146066.01,0.17,4.2,True,2016,iPhone 7 Plus
PROD_000115,Apple iPhone 7 Plus 32GB Black,Electronics,Smartphones,Apple,135439.47,0.18,3.7,True,2016,iPhone 7 Plus
PROD_000116,Apple iPhone 7 Plus 64GB Black,Electronics,Smartphones,Apple,157824.08,0.15,3.6,True,2016,iPhone 7 Plus
PROD_000117,Apple iPhone 7 Plus 16GB White,Electronics,Smartphones,Apple,172778.19,0.18,3.4,True,2016,iPhone 7 Plus
PROD_000118,Apple iPhone 7 Plus 32GB White,Electronics,Smartphones,Apple,206553.18,0.19,4.1,False,2016,iPhone 7 Plus
PROD_000119,Apple iPhone 7 Plus 64GB White,Electronics,Smartphones,Apple,120774.84,0.24,4.0,True,2016,iPhone 7 Plus
PROD_000120,Apple iPhone 7 Plus 16GB Blue,Electronics,Smartphones,Apple,153625.51,0.23,3.9,False,2016,iPhone 7 Plus
PROD_000121,Apple iPhone 7 Plus 32GB Blue,Electronics,Smartphones,Apple,150173.9,0.22,3.8,True,2016,iPhone 7 Plus
PROD_000122,Apple iPhone SE 16GB Black,Electronics,Smartphones,Apple,99217.33,0.19,3.6,True,2016,iPhone SE
PROD_000123,Apple iPhone SE 32GB Black,Electronics,Smartphones,Apple,109118.06,0.23,4.7,False,2016,iPhone SE
PROD_000124,Apple iPhone SE 16GB White,Electronics,Smartphones,Apple,101385.79,0.23,4.6,True,2016,iPhone SE
PROD_000125,Apple iPhone SE 32GB White,Electronics,Smartphones,Apple,93683.7,0.2,3.4,False,2016,iPhone SE
PROD_000126,Samsung Galaxy S7 16GB Black,Electronics,Smartphones,Samsung,157847.83,0.23,3.3,True,2016,Galaxy S7
PROD_000127,Samsung Galaxy S7 32GB Black,Electronics,Smartphones,Samsung,65395.95,0.2,3.9,True,2016,Galaxy S7
PROD_000128,Samsung Galaxy S7 64GB Black,Electronics,Smartphones,Samsung,96239.94,0.23,4.7,True,2016,Galaxy S7
PROD_000129,Samsung Galaxy S7 16GB White,Electronics,Smartphones,Samsung,148516.33,0.21,3.9,True,2016,Galaxy S7
PROD_000130,Samsung Galaxy S7 32GB White,Electronics,Smartphones,Samsung,147744.17,0.21,4.4,False,2016,Galaxy S7
PROD_000131,Samsung Galaxy S7 64GB White,Electronics,Smartphones,Samsung,129664.48,0.25,4.1,True,2016,Galaxy S7
PROD_000132,Samsung Galaxy S7 Edge 16GB Black,Electronics,Smartphones,Samsung,100611.59,0.2,4.4,True,2016,Galaxy S7 Edge
PROD_000133,Samsung Galaxy S7 Edge 32GB Black,Electronics,Smartphones,Samsung,130185.36,0.24,4.6,True,2016,Galaxy S7 Edge
PROD_000134,Samsung Galaxy S7 Edge 16GB White,Electronics,Smartphones,Samsung,163071.46,0.2,3.6,True,2016,Galaxy S7 Edge
PROD_000135,Samsung Galaxy S7 Edge 32GB White,Electronics,Smartphones,Samsung,168843.52,0.2,3.7,True,2016,Galaxy S7 Edge
PROD_000136,Samsung Galaxy S7 Edge 16GB Blue,Electronics,Smartphones,Samsung,88935.73,0.16,3.4,True,2016,Galaxy S7 Edge
PROD_000137,Samsung Galaxy S7 Edge 32GB Blue,Electronics,Smartphones,Samsung,79405.49,0.16,4.2,True,2016,Galaxy S7 Edge
PROD_000138,Samsung Galaxy S7 Edge 16GB Gold,Electronics,Smartphones,Samsung,100332.07,0.24,3.9,True,2016,Galaxy S7 Edge
PROD_000139,Samsung Galaxy S7 Edge 32GB Gold,Electronics,Smartphones,Samsung,81610.55,0.17,3.3,True,2016,Galaxy S7 Edge
PROD_000140,Samsung Galaxy Note 7 16GB Black,Electronics,Smartphones,Samsung,122261.25,0.2,3.7,False,2016,Galaxy Note 7
PROD_000141,Samsung Galaxy Note 7 32GB Black,Electronics,Smartphones,Samsung,76904.83,0.18,3.7,True,2016,Galaxy Note 7
PROD_000142,Samsung Galaxy Note 7 16GB White,Electronics,Smartphones,Samsung,114963.7,0.22,4.0,True,2016,Galaxy Note 7
PROD_000143,Samsung Galaxy Note 7 32GB White,Electronics,Smartphones,Samsung,103746.88,0.15,4.5,True,2016,Galaxy Note 7
PROD_000144,Samsung Galaxy Note 7 64GB White,Electronics,Smartphones,Samsung,127506.03,0.25,4.0,False,2016,Galaxy Note 7
PROD_000145,Samsung Galaxy Note 7 16GB Blue,Electronics,Smartphones,Samsung,88500.59,0.23,4.0,True,2016,Galaxy Note 7
PROD_000146,Samsung Galaxy Note 7 32GB Blue,Electronics,Smartphones,Samsung,69732.87,0.16,3.4,True,2016,Galaxy Note 7
PROD_000147,Samsung Galaxy J7 Prime 16GB Black,Electronics,Smartphones,Samsung,17679.46,0.19,4.0,True,2016,Galaxy J7 Prime
PROD_000148,Samsung Galaxy J7 Prime 32GB Black,Electronics,Smartphones,Samsung,22638.84,0.19,3.2,True,2016,Galaxy J7 Prime
PROD_000149,Samsung Galaxy J7 Prime 64GB Black,Electronics,Smartphones,Samsung,20870.31,0.18,3.4,False,2016,Galaxy J7 Prime
PROD_000150,Samsung Galaxy J7 Prime 16GB White,Electronics,Smartphones,Samsung,32563.93,0.22,4.4,True,2016,Galaxy J7 Prime
PROD_000151,Samsung Galaxy J7 Prime 32GB White,Electronics,Smartphones,Samsung,17059.76,0.2,4.1,True,2016,Galaxy J7 Prime
PROD_000152,Samsung Galaxy J7 Prime 16GB Blue,Electronics,Smartphones,Samsung,27608.78,0.16,3.6,True,2016,Galaxy J7 Prime
PROD_000153,Samsung Galaxy J7 Prime 32GB Blue,Electronics,Smartphones,Samsung,34165.07,0.21,3.7,False,2016,Galaxy J7 Prime
PROD_000154,Samsung Galaxy J7 Prime 16GB Gold,Electronics,Smartphones,Samsung,32936.71,0.17,3.4,True,2016,Galaxy J7 Prime
PROD_000155,OnePlus OnePlus 3 16GB Black,Electronics,Smartphones,OnePlus,45624.81,0.23,3.3,True,2016,OnePlus 3
PROD_000156,OnePlus OnePlus 3 32GB Black,Electronics,Smartphones,OnePlus,43304.67,0.15,4.2,False,2016,OnePlus 3
PROD_000157,OnePlus OnePlus 3 64GB Black,Electronics,Smartphones,OnePlus,97383.06,0.21,4.6,True,2016,OnePlus 3
PROD_000158,OnePlus OnePlus 3 16GB White,Electronics,Smartphones,OnePlus,102404.3,0.2,4.3,True,2016,OnePlus 3
PROD_000159,OnePlus OnePlus 3 32GB White,Electronics,Smartphones,OnePlus,85981.27,0.2,3.9,True,2016,OnePlus 3
PROD_000160,OnePlus OnePlus 3 64GB White,Electronics,Smartphones,OnePlus,53124.96,0.25,4.3,True,2016,OnePlus 3
PROD_000161,OnePlus OnePlus 3 16GB Blue,Electronics,Smartphones,OnePlus,87119.82,0.2,4.3,True,2016,OnePlus 3
PROD_000162,OnePlus OnePlus 3 32GB Blue,Electronics,Smartphones,OnePlus,45586.57,0.2,4.6,True,2016,OnePlus 3
PROD_000163,OnePlus OnePlus 3T 16GB Black,Electronics,Smartphones,OnePlus,48602.54,0.16,4.7,True,2016,OnePlus 3T
PROD_000164,OnePlus OnePlus 3T 32GB Black,Electronics,Smartphones,OnePlus,91831.96,0.18,4.2,True,2016,OnePlus 3T
PROD_000165,OnePlus OnePlus 3T 16GB White,Electronics,Smartphones,OnePlus,78120.88,0.2,3.8,True,2016,OnePlus 3T
PROD_000166,OnePlus OnePlus 3T 32GB White,Electronics,Smartphones,OnePlus,99489.87,0.23,4.6,True,2016,OnePlus 3T
PROD_000167,OnePlus OnePlus 3T 64GB White,Electronics,Smartphones,OnePlus,86775.52,0.24,3.5,True,2016,OnePlus 3T
PROD_000168,OnePlus OnePlus 3T 16GB Blue,Electronics,Smartphones,OnePlus,87431.72,0.21,4.5,True,2016,OnePlus 3T
PROD_000169,OnePlus OnePlus 3T 32GB Blue,Electronics,Smartphones,OnePlus,90897.11,0.17,3.4,True,2016,OnePlus 3T
PROD_000170,OnePlus OnePlus 3T 64GB Blue,Electronics,Smartphones,OnePlus,92132.78,0.22,4.0,True,2016,OnePlus 3T
PROD_000171,Xiaomi Redmi Note 3 16GB Black,Electronics,Smartphones,Xiaomi,34538.41,0.2,4.3,False,2016,Redmi Note 3
PROD_000172,Xiaomi Redmi Note 3 32GB Black,Electronics,Smartphones,Xiaomi,32595.35,0.2,3.9,True,2016,Redmi Note 3
PROD_000173,Xiaomi Redmi Note 3 64GB Black,Electronics,Smartphones,Xiaomi,23726.96,0.19,4.0,True,2016,Redmi Note 3
PROD_000174,Xiaomi Redmi Note 3 16GB White,Electronics,Smartphones,Xiaomi,19557.84,0.2,3.8,True,2016,Redmi Note 3
PROD_000175,Xiaomi Redmi Note 3 32GB White,Electronics,Smartphones,Xiaomi,36108.12,0.22,3.5,False,2016,Redmi Note 3
PROD_000176,Xiaomi Mi 5 16GB Black,Electronics,Smartphones,Xiaomi,41498.46,0.23,3.4,True,2016,Mi 5
PROD_000177,Xiaomi Mi 5 32GB Black,Electronics,Smartphones,Xiaomi,20200.14,0.22,3.3,True,2016,Mi 5
PROD_000178,Xiaomi Mi 5 64GB Black,Electronics,Smartphones,Xiaomi,37161.14,0.24,3.7,True,2016,Mi 5
PROD_000179,Xiaomi Mi 5 16GB White,Electronics,Smartphones,Xiaomi,15650.85,0.23,3.4,True,2016,Mi 5
PROD_000180,Xiaomi Mi 5 32GB White,Electronics,Smartphones,Xiaomi,38310.75,0.16,3.5,True,2016,Mi 5
PROD_000181,Xiaomi Mi 5 64GB White,Electronics,Smartphones,Xiaomi,35761.21,0.21,4.2,True,2016,Mi 5
PROD_000182,Xiaomi Redmi 3s 16GB Black,Electronics,Smartphones,Xiaomi,43649.47,0.18,3.5,True,2016,Redmi 3s
PROD_000183,Xiaomi Redmi 3s 32GB Black,Electronics,Smartphones,Xiaomi,21501.68,0.21,4.6,True,2016,Redmi 3s
PROD_000184,Xiaomi Redmi 3s 16GB White,Electronics,Smartphones,Xiaomi,15326.22,0.18,4.3,True,2016,Redmi 3s
PROD_000185,Xiaomi Redmi 3s 32GB White,Electronics,Smartphones,Xiaomi,15373.02,0.24,4.4,True,2016,Redmi 3s
PROD_000186,Xiaomi Redmi 3s 16GB Blue,Electronics,Smartphones,Xiaomi,33495.12,0.23,3.8,True,2016,Redmi 3s
PROD_000187,Xiaomi Redmi 3s 32GB Blue,Electronics,Smartphones,Xiaomi,14551.6,0.16,4.5,False,2016,Redmi 3s
PROD_000188,Xiaomi Redmi 3s 64GB Blue,Electronics,Smartphones,Xiaomi,16052.76,0.17,3.4,True,2016,Redmi 3s
PROD_000189,Xiaomi Redmi 3s 16GB Gold,Electronics,Smartphones,Xiaomi,39637.2,0.18,3.7,True,2016,Redmi 3s
PROD_000190,Motorola Moto G4 16GB Black,Electronics,Smartphones,Motorola,13698.35,0.23,3.2,True,2016,Moto G4
PROD_000191,Motorola Moto G4 32GB Black,Electronics,Smartphones,Motorola,14768.87,0.2,4.6,True,2016,Moto G4
PROD_000192,Motorola Moto G4 16GB White,Electronics,Smartphones,Motorola,13898.2,0.22,3.9,True,2016,Moto G4
PROD_000193,Motorola Moto G4 32GB White,Electronics,Smartphones,Motorola,15691.47,0.16,3.5,True,2016,Moto G4
PROD_000194,Motorola Moto G4 16GB Blue,Electronics,Smartphones,Motorola,15121.73,0.24,3.7,True,2016,Moto G4
PROD_000195,Motorola Moto G4 32GB Blue,Electronics,Smartphones,Motorola,18748.49,0.15,4.2,True,2016,Moto G4
PROD_000196,Motorola Moto G4 16GB Gold,Electronics,Smartphones,Motorola,24338.2,0.16,3.8,True,2016,Moto G4
PROD_000197,Motorola Moto G4 32GB Gold,Electronics,Smartphones,Motorola,24946.86,0.2,4.1,True,2016,Moto G4
PROD_000198,Motorola Moto G4 Plus 16GB Black,Electronics,Smartphones,Motorola,13939.58,0.2,4.1,True,2016,Moto G4 Plus
PROD_000199,Motorola Moto G4 Plus 32GB Black,Electronics,Smartphones,Motorola,22221.6,0.21,3.6,True,2016,Moto G4 Plus
